time,temperature,humidity,wind_speed,precipitation,hour,day,month,day_of_week,day_name,is_weekend,is_rainy,temperature_category,temp_humidity_index,wind_category,rain_intensity,is_hot
2026-09-25 21:00:00,25.0,96,5.1,0.0,21,25,9,4,Friday,False,False,Moderate,34.6,Low,No Rain,False
2026-09-25 22:00:00,24.9,97,5.1,0.0,22,25,9,4,Friday,False,False,Moderate,34.6,Low,No Rain,False
2026-09-25 23:00:00,24.9,96,5.8,0.0,23,25,9,4,Friday,False,False,Moderate,34.5,Low,No Rain,False
2026-09-26 00:00:00,24.8,97,5.0,0.0,0,26,9,5,Saturday,True,False,Moderate,34.5,Low,No Rain,False
2026-09-26 01:00:00,24.7,97,4.8,0.0,1,26,9,5,Saturday,True,False,Moderate,34.4,Low,No Rain,False
2026-09-26 02:00:00,24.5,97,3.5,0.0,2,26,9,5,Saturday,True,False,Moderate,34.2,Low,No Rain,False
2026-09-26 03:00:00,24.4,98,5.7,0.0,3,26,9,5,Saturday,True,False,Moderate,34.2,Low,No Rain,False
2026-09-26 04:00:00,24.3,98,4.7,0.0,4,26,9,5,Saturday,True,False,Moderate,34.1,Low,No Rain,False
2026-09-26 05:00:00,24.2,98,4.1,0.0,5,26,9,5,Saturday,True,False,Moderate,34.0,Low,No Rain,False
2026-09-26 06:00:00,24.3,98,4.8,0.0,6,26,9,5,Saturday,True,False,Moderate,34.1,Low,No Rain,False
2026-09-26 07:00:00,25.4,95,3.8,0.0,7,26,9,5,Saturday,True,False,Moderate,34.9,Low,No Rain,False
2026-09-26 08:00:00,27.2,85,6.3,0.0,8,26,9,5,Saturday,True,False,Moderate,35.7,Low,No Rain,False
2026-09-26 09:00:00,28.8,79,8.1,0.1,9,26,9,5,Saturday,True,True,Moderate,36.7,Low,Light,False
2026-09-26 10:00:00,29.8,75,10.6,0.1,10,26,9,5,Saturday,True,True,Moderate,37.3,Moderate,Light,False
2026-09-26 11:00:00,30.9,68,10.7,0.1,11,26,9,5,Saturday,True,True,Hot,37.7,Moderate,Light,False
2026-09-26 12:00:00,27.4,83,15.1,1.9,12,26,9,5,Saturday,True,True,Moderate,35.7,Moderate,Light,False
2026-09-26 13:00:00,28.0,81,14.5,2.4,13,26,9,5,Saturday,True,True,Moderate,36.1,Moderate,Light,False
2026-09-26 14:00:00,27.8,85,10.5,1.3,14,26,9,5,Saturday,True,True,Moderate,36.3,Moderate,Light,False
2026-09-26 15:00:00,26.4,89,13.6,4.5,15,26,9,5,Saturday,True,True,Moderate,35.3,Moderate,Moderate,False
2026-09-26 16:00:00,25.9,92,7.9,1.2,16,26,9,5,Saturday,True,True,Moderate,35.1,Low,Light,False
2026-09-26 17:00:00,26.1,92,5.1,0.4,17,26,9,5,Saturday,True,True,Moderate,35.300000000000004,Low,Light,False
2026-09-26 18:00:00,25.9,94,3.4,0.0,18,26,9,5,Saturday,True,False,Moderate,35.3,Low,No Rain,False
2026-09-26 19:00:00,25.5,95,5.0,0.4,19,26,9,5,Saturday,True,True,Moderate,35.0,Low,Light,False
2026-09-26 20:00:00,25.5,95,4.3,0.1,20,26,9,5,Saturday,True,True,Moderate,35.0,Low,Light,False
2026-09-26 21:00:00,24.6,97,11.2,0.5,21,26,9,5,Saturday,True,True,Moderate,34.300000000000004,Moderate,Light,False
2026-09-26 22:00:00,24.1,96,9.2,0.7,22,26,9,5,Saturday,True,True,Moderate,33.7,Low,Light,False
2026-09-26 23:00:00,23.9,98,7.0,0.6,23,26,9,5,Saturday,True,True,Moderate,33.7,Low,Light,False
2026-09-27 00:00:00,24.1,98,5.5,0.1,0,27,9,6,Sunday,True,True,Moderate,33.900000000000006,Low,Light,False
2026-09-27 01:00:00,24.0,98,6.5,0.0,1,27,9,6,Sunday,True,False,Moderate,33.8,Low,No Rain,False
2026-09-27 02:00:00,24.0,98,6.5,0.0,2,27,9,6,Sunday,True,False,Moderate,33.8,Low,No Rain,False
2026-09-27 03:00:00,23.9,98,4.9,0.0,3,27,9,6,Sunday,True,False,Moderate,33.7,Low,No Rain,False
2026-09-27 04:00:00,23.8,98,3.2,0.0,4,27,9,6,Sunday,True,False,Moderate,33.6,Low,No Rain,False
2026-09-27 05:00:00,23.6,98,3.3,0.0,5,27,9,6,Sunday,True,False,Moderate,33.400000000000006,Low,No Rain,False
2026-09-27 06:00:00,23.7,98,4.1,0.0,6,27,9,6,Sunday,True,False,Moderate,33.5,Low,No Rain,False
2026-09-27 07:00:00,24.9,94,4.3,0.0,7,27,9,6,Sunday,True,False,Moderate,34.3,Low,No Rain,False
2026-09-27 08:00:00,26.4,88,5.6,0.0,8,27,9,6,Sunday,True,False,Moderate,35.2,Low,No Rain,False
2026-09-27 09:00:00,27.7,82,9.7,0.4,9,27,9,6,Sunday,True,True,Moderate,35.9,Low,Light,False
2026-09-27 10:00:00,29.2,77,11.4,0.1,10,27,9,6,Sunday,True,True,Moderate,36.9,Moderate,Light,False
2026-09-27 11:00:00,30.1,71,12.3,0.1,11,27,9,6,Sunday,True,True,Hot,37.2,Moderate,Light,False
2026-09-27 12:00:00,27.1,84,14.5,1.8,12,27,9,6,Sunday,True,True,Moderate,35.5,Moderate,Light,False
2026-09-27 13:00:00,27.1,85,15.2,2.2,13,27,9,6,Sunday,True,True,Moderate,35.6,Moderate,Light,False
2026-09-27 14:00:00,27.0,88,6.9,3.6,14,27,9,6,Sunday,True,True,Moderate,35.8,Low,Moderate,False
2026-09-27 15:00:00,27.8,84,8.7,0.2,15,27,9,6,Sunday,True,True,Moderate,36.2,Low,Light,False
2026-09-27 16:00:00,26.5,90,11.1,1.5,16,27,9,6,Sunday,True,True,Moderate,35.5,Moderate,Light,False
2026-09-27 17:00:00,26.3,90,5.1,0.5,17,27,9,6,Sunday,True,True,Moderate,35.3,Low,Light,False
2026-09-27 18:00:00,25.6,94,4.5,0.5,18,27,9,6,Sunday,True,True,Moderate,35.0,Low,Light,False
2026-09-27 19:00:00,25.1,96,6.5,0.5,19,27,9,6,Sunday,True,True,Moderate,34.7,Low,Light,False
2026-09-27 20:00:00,24.8,96,5.6,0.0,20,27,9,6,Sunday,True,False,Moderate,34.400000000000006,Low,No Rain,False
2026-09-27 21:00:00,24.6,96,4.9,0.0,21,27,9,6,Sunday,True,False,Moderate,34.2,Low,No Rain,False
2026-09-27 22:00:00,24.5,96,4.4,0.0,22,27,9,6,Sunday,True,False,Moderate,34.1,Low,No Rain,False
2026-09-27 23:00:00,24.3,97,3.0,0.0,23,27,9,6,Sunday,True,False,Moderate,34.0,Low,No Rain,False
2026-09-28 00:00:00,24.2,97,2.0,0.0,0,28,9,0,Monday,False,False,Moderate,33.9,Low,No Rain,False
2026-09-28 01:00:00,24.1,98,1.9,0.0,1,28,9,0,Monday,False,False,Moderate,33.900000000000006,Low,No Rain,False
2026-09-28 02:00:00,24.2,98,1.3,0.0,2,28,9,0,Monday,False,False,Moderate,34.0,Low,No Rain,False
2026-09-28 03:00:00,24.3,98,3.2,0.0,3,28,9,0,Monday,False,False,Moderate,34.1,Low,No Rain,False
2026-09-28 04:00:00,24.4,98,5.2,0.0,4,28,9,0,Monday,False,False,Moderate,34.2,Low,No Rain,False
2026-09-28 05:00:00,24.4,98,5.8,0.0,5,28,9,0,Monday,False,False,Moderate,34.2,Low,No Rain,False
2026-09-28 06:00:00,24.5,97,6.0,0.0,6,28,9,0,Monday,False,False,Moderate,34.2,Low,No Rain,False
2026-09-28 07:00:00,25.0,94,6.6,0.0,7,28,9,0,Monday,False,False,Moderate,34.4,Low,No Rain,False
2026-09-28 08:00:00,26.3,86,7.8,0.1,8,28,9,0,Monday,False,True,Moderate,34.9,Low,Light,False
2026-09-28 09:00:00,28.1,78,9.4,0.1,9,28,9,0,Monday,False,True,Moderate,35.900000000000006,Low,Light,False
2026-09-28 10:00:00,29.7,71,10.6,0.1,10,28,9,0,Monday,False,True,Moderate,36.8,Moderate,Light,False
2026-09-28 11:00:00,31.0,67,10.7,0.1,11,28,9,0,Monday,False,True,Hot,37.7,Moderate,Light,False
2026-09-28 12:00:00,32.0,64,10.1,0.1,12,28,9,0,Monday,False,True,Hot,38.4,Moderate,Light,True
2026-09-28 13:00:00,32.3,64,9.2,0.1,13,28,9,0,Monday,False,True,Hot,38.699999999999996,Low,Light,True
2026-09-28 14:00:00,31.4,67,8.5,0.7,14,28,9,0,Monday,False,True,Hot,38.1,Low,Light,False
2026-09-28 15:00:00,29.8,74,7.5,0.7,15,28,9,0,Monday,False,True,Moderate,37.2,Low,Light,False
2026-09-28 16:00:00,28.2,80,6.2,0.7,16,28,9,0,Monday,False,True,Moderate,36.2,Low,Light,False
2026-09-28 17:00:00,26.9,86,4.6,1.0,17,28,9,0,Monday,False,True,Moderate,35.5,Low,Light,False
2026-09-28 18:00:00,25.6,93,4.2,1.0,18,28,9,0,Monday,False,True,Moderate,34.900000000000006,Low,Light,False
2026-09-28 19:00:00,24.7,97,5.2,1.0,19,28,9,0,Monday,False,True,Moderate,34.4,Low,Light,False
2026-09-28 20:00:00,24.5,99,5.4,0.0,20,28,9,0,Monday,False,False,Moderate,34.4,Low,No Rain,False
2026-09-28 21:00:00,24.6,98,5.1,0.0,21,28,9,0,Monday,False,False,Moderate,34.400000000000006,Low,No Rain,False
2026-09-28 22:00:00,24.7,98,4.6,0.0,22,28,9,0,Monday,False,False,Moderate,34.5,Low,No Rain,False
2026-09-28 23:00:00,24.6,98,3.7,0.0,23,28,9,0,Monday,False,False,Moderate,34.400000000000006,Low,No Rain,False
2026-09-29 00:00:00,24.5,99,2.4,0.0,0,29,9,1,Tuesday,False,False,Moderate,34.4,Low,No Rain,False
2026-09-29 01:00:00,24.4,99,1.3,0.0,1,29,9,1,Tuesday,False,False,Moderate,34.3,Low,No Rain,False
2026-09-29 02:00:00,24.2,100,0.6,0.0,2,29,9,1,Tuesday,False,False,Moderate,34.2,Low,No Rain,False
2026-09-29 03:00:00,24.1,100,0.3,0.0,3,29,9,1,Tuesday,False,False,Moderate,34.1,Low,No Rain,False
2026-09-29 04:00:00,24.1,100,0.0,0.0,4,29,9,1,Tuesday,False,False,Moderate,34.1,Low,No Rain,False
2026-09-29 05:00:00,24.2,100,1.0,0.0,5,29,9,1,Tuesday,False,False,Moderate,34.2,Low,No Rain,False
2026-09-29 06:00:00,24.6,99,2.5,0.0,6,29,9,1,Tuesday,False,False,Moderate,34.5,Low,No Rain,False
2026-09-29 07:00:00,25.3,96,2.8,0.0,7,29,9,1,Tuesday,False,False,Moderate,34.900000000000006,Low,No Rain,False
2026-09-29 08:00:00,26.7,88,1.0,0.0,8,29,9,1,Tuesday,False,False,Moderate,35.5,Low,No Rain,False
2026-09-29 09:00:00,28.4,79,3.1,0.0,9,29,9,1,Tuesday,False,False,Moderate,36.3,Low,No Rain,False
2026-09-29 10:00:00,29.9,72,5.5,0.0,10,29,9,1,Tuesday,False,False,Moderate,37.1,Low,No Rain,False
2026-09-29 11:00:00,31.0,68,6.2,0.2,11,29,9,1,Tuesday,False,True,Hot,37.8,Low,Light,False
2026-09-29 12:00:00,31.9,65,5.9,0.2,12,29,9,1,Tuesday,False,True,Hot,38.4,Low,Light,False
2026-09-29 13:00:00,32.2,64,5.1,0.2,13,29,9,1,Tuesday,False,True,Hot,38.6,Low,Light,True
2026-09-29 14:00:00,31.6,67,4.1,0.2,14,29,9,1,Tuesday,False,True,Hot,38.300000000000004,Low,Light,False
2026-09-29 15:00:00,30.5,71,5.6,0.2,15,29,9,1,Tuesday,False,True,Hot,37.6,Low,Light,False
2026-09-29 16:00:00,29.3,75,6.3,0.2,16,29,9,1,Tuesday,False,True,Moderate,36.8,Low,Light,False
2026-09-29 17:00:00,28.0,81,3.4,0.9,17,29,9,1,Tuesday,False,True,Moderate,36.1,Low,Light,False
2026-09-29 18:00:00,26.6,88,7.0,0.9,18,29,9,1,Tuesday,False,True,Moderate,35.400000000000006,Low,Light,False
2026-09-29 19:00:00,25.5,94,10.3,0.9,19,29,9,1,Tuesday,False,True,Moderate,34.9,Moderate,Light,False
2026-09-29 20:00:00,25.2,97,7.0,2.3,20,29,9,1,Tuesday,False,True,Moderate,34.9,Low,Light,False
2026-09-29 21:00:00,25.2,99,0.7,2.3,21,29,9,1,Tuesday,False,True,Moderate,35.1,Low,Light,False
2026-09-29 22:00:00,25.2,99,3.8,2.3,22,29,9,1,Tuesday,False,True,Moderate,35.1,Low,Light,False
2026-09-29 23:00:00,25.1,100,3.8,0.0,23,29,9,1,Tuesday,False,False,Moderate,35.1,Low,No Rain,False
2026-09-30 00:00:00,25.0,100,2.1,0.0,0,30,9,2,Wednesday,False,False,Moderate,35.0,Low,No Rain,False
2026-09-30 01:00:00,25.0,100,1.0,0.0,1,30,9,2,Wednesday,False,False,Moderate,35.0,Low,No Rain,False
2026-09-30 02:00:00,25.1,95,3.8,0.2,2,30,9,2,Wednesday,False,True,Moderate,34.6,Low,Light,False
2026-09-30 03:00:00,25.0,96,3.1,0.2,3,30,9,2,Wednesday,False,True,Moderate,34.6,Low,Light,False
2026-09-30 04:00:00,24.9,96,2.4,0.2,4,30,9,2,Wednesday,False,True,Moderate,34.5,Low,Light,False
2026-09-30 05:00:00,24.9,96,2.4,0.2,5,30,9,2,Wednesday,False,True,Moderate,34.5,Low,Light,False
2026-09-30 06:00:00,25.1,95,2.6,0.2,6,30,9,2,Wednesday,False,True,Moderate,34.6,Low,Light,False
2026-09-30 07:00:00,25.5,93,3.0,0.2,7,30,9,2,Wednesday,False,True,Moderate,34.8,Low,Light,False
2026-09-30 08:00:00,26.3,89,2.9,0.1,8,30,9,2,Wednesday,False,True,Moderate,35.2,Low,Light,False
2026-09-30 09:00:00,27.6,83,2.3,0.1,9,30,9,2,Wednesday,False,True,Moderate,35.900000000000006,Low,Light,False
2026-09-30 10:00:00,29.1,77,1.8,0.1,10,30,9,2,Wednesday,False,True,Moderate,36.800000000000004,Low,Light,False
2026-09-30 11:00:00,30.5,71,1.2,0.1,11,30,9,2,Wednesday,False,True,Hot,37.6,Low,Light,False
2026-09-30 12:00:00,31.5,68,0.6,0.1,12,30,9,2,Wednesday,False,True,Hot,38.3,Low,Light,False
2026-09-30 13:00:00,31.9,67,0.6,0.1,13,30,9,2,Wednesday,False,True,Hot,38.6,Low,Light,False
2026-09-30 14:00:00,31.5,68,1.4,1.0,14,30,9,2,Wednesday,False,True,Hot,38.3,Low,Light,False
2026-09-30 15:00:00,30.4,73,2.6,1.0,15,30,9,2,Wednesday,False,True,Hot,37.7,Low,Light,False
2026-09-30 16:00:00,29.0,79,4.0,1.0,16,30,9,2,Wednesday,False,True,Moderate,36.9,Low,Light,False
2026-09-30 17:00:00,27.4,85,5.5,1.0,17,30,9,2,Wednesday,False,True,Moderate,35.9,Low,Light,False
2026-09-30 18:00:00,26.0,92,6.4,1.0,18,30,9,2,Wednesday,False,True,Moderate,35.2,Low,Light,False
2026-09-30 19:00:00,25.1,97,7.0,1.0,19,30,9,2,Wednesday,False,True,Moderate,34.800000000000004,Low,Light,False
2026-09-30 20:00:00,24.7,99,7.0,0.1,20,30,9,2,Wednesday,False,True,Moderate,34.6,Low,Light,False
2026-09-30 21:00:00,24.5,100,6.5,0.1,21,30,9,2,Wednesday,False,True,Moderate,34.5,Low,Light,False
2026-09-30 22:00:00,24.4,100,5.9,0.1,22,30,9,2,Wednesday,False,True,Moderate,34.4,Low,Light,False
2026-09-30 23:00:00,24.5,100,5.4,0.1,23,30,9,2,Wednesday,False,True,Moderate,34.5,Low,Light,False
